,images,Text,confidenceOCR
1195,images/Cropped Image2362.jpg,'RESCHEZONE,0.4317625940013751
1196,images/Cropped Image2363.jpg,GUARDIAN,0.7727831952306095
1197,images/Cropped Image2363.jpg,KUSTWACHT,0.9998901257533213
1198,images/Cropped Image2363.jpg,MUltRAsHIPCOM,0.2500373351871347
1199,images/Cropped Image2363.jpg,'RESCUEZONE,0.6955680712493847
1200,images/Cropped Image2363.jpg,5,0.9944205840654128
1201,images/Cropped Image2364.jpg,KUSTWACHT,0.9985409817657422
1202,images/Cropped Image2364.jpg,MultrAsHIPCOM,0.3889198938620658
1203,images/Cropped Image2364.jpg,'RESCHEZONE,0.4291605685413451
1204,images/Cropped Image2367.jpg,KUSTWACHT,0.9993375237200033
1205,images/Cropped Image2367.jpg,MULTRAsHIPCOM,0.2572210895908964
1206,images/Cropped Image2367.jpg,'RESCUEZONE,0.5699066025352557
1207,images/Cropped Image2366.jpg,GUARDIAN,0.9257276816526051
1208,images/Cropped Image2366.jpg,HT,0.8804003347135148
1209,images/Cropped Image2369.jpg,NZ,0.1239242981185841
1210,images/Cropped Image2370.jpg,LUISA NERI,0.8194521047905078
1211,images/Cropped Image2371.jpg,LUISA NeRI,0.6090556808374085
1212,images/Cropped Image2372.jpg,LUISA NeRI,0.6571488403320251
1213,images/Cropped Image2373.jpg,LUISA NERI,0.695197397760717
1214,images/Cropped Image2374.jpg,LUISA NERI,0.6741195003790391
1215,images/Cropped Image2382.jpg,IEVOLI Amaranth,0.40159240492557713
1216,images/Cropped Image2382.jpg,KUSTWACHT,0.9923247854574991
1217,images/Cropped Image2382.jpg,RescL,0.41191875086206164
1218,images/Cropped Image2383.jpg,OLI Amaranth,0.5030712785747524
1219,images/Cropped Image2383.jpg,KUSTWACHT,0.9761696599815445
1220,images/Cropped Image2383.jpg,ResCE,0.28284495055971437
1221,images/Cropped Image2384.jpg,IEVOLI AmaranTH,0.4307186875175652
1222,images/Cropped Image2384.jpg,KUSTWACHT,0.9913213430092972
1223,images/Cropped Image2384.jpg,NE,0.8517075023063153
1224,images/Cropped Image2384.jpg,Rescl,0.10395582544890904
1225,images/Cropped Image2386.jpg,RescL,0.38695824188810823
1226,images/Cropped Image2387.jpg,ATLANTIS,0.9833268534032338
1227,images/Cropped Image2387.jpg,ATLANTIS,0.8266201447555462
1228,images/Cropped Image2387.jpg,VLISSINGEN,0.9958448482625271
1229,images/Cropped Image2388.jpg,ATLANTIS,0.9342720400380738
1230,images/Cropped Image2389.jpg,ATLANTIS,0.9297683506649358
1231,images/Cropped Image2389.jpg,ATLANTIS,0.8231308179283706
1232,images/Cropped Image2389.jpg,VLISSINGEN,0.6617497817777622
1233,images/Cropped Image2393.jpg,SMit KAMARA,0.5098773412854016
1234,images/Cropped Image2394.jpg,Smit,0.5511464476585388
1235,images/Cropped Image2394.jpg,KAMARA,0.9998929313366943
1236,images/Cropped Image2395.jpg,SMit KAMARA,0.46705828957468376
1237,images/Cropped Image2397.jpg,SKANDI Vitoria,0.6357141440398574
1238,images/Cropped Image2397.jpg,Osgvo,0.25493373649941176
1239,images/Cropped Image2397.jpg,Technip,0.9966257885590043
1240,images/Cropped Image2398.jpg,SKANDI Vitoria,0.28197565177089146
1241,images/Cropped Image2398.jpg,SCXEcpc,0.20140634535938132
1242,images/Cropped Image2398.jpg,Technip,0.9299824032584072
1243,images/Cropped Image2400.jpg,ekitmas ad & brdsberous 2016,0.32546740450367634
1244,images/Cropped Image2400.jpg,HARDi,0.243169304061998
1245,images/Cropped Image2401.jpg,( ( ( (,0.5470491050351501
1246,images/Cropped Image2402.jpg,( ( ( (,0.45250051282855797
1247,images/Cropped Image2404.jpg,Arend,0.15674021652519116
1248,images/Cropped Image2403.jpg,ArEND,0.11240208295352896
1249,images/Cropped Image2403.jpg,MIRANDA,0.9710028197779803
1250,images/Cropped Image2405.jpg,ArEM),0.1783918615953522
1251,images/Cropped Image2407.jpg,REScUE,0.2951915027939672
1252,images/Cropped Image2407.jpg,ZONE,0.7806106805801392
1253,images/Cropped Image2407.jpg,1,0.9810080173710958
1254,images/Cropped Image2407.jpg,ScHOT,0.3846337732357887
1255,images/Cropped Image2408.jpg,NJORD,0.9798921332402095
1256,images/Cropped Image2409.jpg,WEYLAND,0.9995128597194738
1257,images/Cropped Image2410.jpg,WEYLAND,0.9994496714703374
1258,images/Cropped Image2411.jpg,MOLRAAD,0.8431500729697152
1259,images/Cropped Image2411.jpg,KoltevaDE,0.29764670249218944
1260,images/Cropped Image2414.jpg,MOLRAAD,0.6707168215933065
1261,images/Cropped Image2414.jpg,KoltevaDE,0.2596622028439735
1262,images/Cropped Image2417.jpg,Baltic Pride,0.4193329348761655
1263,images/Cropped Image2417.jpg,BALTIC REEFERS,0.6752165491164741
1264,images/Cropped Image2418.jpg,Baltic PRide,0.39265006875175584
1265,images/Cropped Image2418.jpg,BALTIC REEFERS,0.7628696452438388
1266,images/Cropped Image2419.jpg,BALTIC REEFERS,0.7529530008271568
1267,images/Cropped Image2431.jpg,picla,0.17527107136138165
1268,images/Cropped Image2431.jpg,HAPPY STAR,0.834367135153224
1269,images/Cropped Image2431.jpg,BIGIFT,0.5851973228467177
1270,images/Cropped Image2432.jpg,BIGIFT,0.8136180261355934
1271,images/Cropped Image2433.jpg,HAPPY STAR,0.8869136634500182
1272,images/Cropped Image2435.jpg,HAPP,0.998130738735199
1273,images/Cropped Image2435.jpg,BIGIIFT,0.6063331962916526
1274,images/Cropped Image2436.jpg,AMELS,0.9977466810798828
1275,images/Cropped Image2436.jpg,THEART OF YACHT BUILDing,0.2835975572413767
1276,images/Cropped Image2438.jpg,AXELS 19903_,0.9375304336584125
1277,images/Cropped Image2439.jpg,AKELS 19903,0.6623365625530223
1278,images/Cropped Image2442.jpg,13,0.5891467516371677
1279,images/Cropped Image2442.jpg,MultrASHIPCOM,0.5237865214514311
1280,images/Cropped Image2445.jpg,73,0.8203634324725614
1281,images/Cropped Image2445.jpg,MULTRASHIPCOM,0.8398685822317085
1282,images/Cropped Image2453.jpg,DCF,0.23134735226631165
1283,images/Cropped Image2453.jpg,SKANDI ICEMAN,0.8551971734249859
1284,images/Cropped Image2453.jpg,Rescue Zone,0.27869325971764924
1285,images/Cropped Image2455.jpg,SKANDI ICEMAN,0.9904260488089095
1286,images/Cropped Image2455.jpg,DCf,0.31399688291424593
1287,images/Cropped Image2455.jpg,RESCUE Zone,0.234950366074726
1288,images/Cropped Image2457.jpg,KnrM,0.40616652369499207
1289,images/Cropped Image2457.jpg,Louisa,0.9774590521574148
1290,images/Cropped Image2457.jpg,JOHANNA,0.9392337499816157
1291,images/Cropped Image2457.jpg,"""MDEM",0.18280447102256098
1292,images/Cropped Image2459.jpg,KNRM,0.6569127440452576
1293,images/Cropped Image2459.jpg,Lovisa,0.8503689968426212
1294,images/Cropped Image2459.jpg,JOHANNA,0.9258696478485089
1295,images/Cropped Image2464.jpg,KOMMANDOR IONA,0.9981217092866091
1296,images/Cropped Image2465.jpg,KOMMANDOR IONA,0.9990869748054433
1297,images/Cropped Image2466.jpg,KOLGA,0.9976546395365326
1298,images/Cropped Image2467.jpg,KOLGA,0.9982487857837259
1299,images/Cropped Image2468.jpg,MISTRAL,0.9995079398185837
1300,images/Cropped Image2469.jpg,MISTRAL,0.9999118674959845
1301,images/Cropped Image2471.jpg,NATHALIE,0.9997368628836996
1302,images/Cropped Image2472.jpg,SEAWELL,0.9967949317001219
1303,images/Cropped Image2473.jpg,SEAWELL,0.9966007094803164
1304,images/Cropped Image2475.jpg,KOLGA,0.9959674246354093
1305,images/Cropped Image2475.jpg,RESCUE,0.7925258033099291
1306,images/Cropped Image2477.jpg,KOLGA,0.997258358847954
1307,images/Cropped Image2477.jpg,RESCUE ZONE,0.9739568740164447
1308,images/Cropped Image2478.jpg,9751999,0.881380420749939
1309,images/Cropped Image2482.jpg,751999,0.9331928315899829
1310,images/Cropped Image2483.jpg,MULTRATUG26,0.9748399010237045
1311,images/Cropped Image2483.jpg,MULTRASHIPCOM,0.9962954342998244
1312,images/Cropped Image2484.jpg,370-,0.23726101219654083
1313,images/Cropped Image2484.jpg,ranco,0.5310949228145381
1314,images/Cropped Image2484.jpg,MULTRATUG26,0.9577758432488195
1315,images/Cropped Image2484.jpg,MULTRASHIPCOM,0.9883665461874814
1316,images/Cropped Image2485.jpg,rancO,0.4626794408170496
1317,images/Cropped Image2485.jpg,MULTRASHIPCOM,0.9900377543420997
1318,images/Cropped Image2486.jpg,co 370-,0.1767325566642753
1319,images/Cropped Image2486.jpg,ranco,0.6709022887622875
1320,images/Cropped Image2487.jpg,"""ui",0.324795959136956
1321,images/Cropped Image2487.jpg,MULTRATUG26,0.9702685000946664
1322,images/Cropped Image2487.jpg,MULTRASHIPCOM ,0.9039308732025625
1323,images/Cropped Image2491.jpg,441,0.3154409811445103
1324,images/Cropped Image2492.jpg,41,0.3043956376743368
1325,images/Cropped Image2493.jpg,441,0.4764064353661814
1326,images/Cropped Image2495.jpg,20,0.47823230291894603
1327,images/Cropped Image2495.jpg,M <,0.3136413097381592
1328,images/Cropped Image2499.jpg,044,0.1931635794215597
1329,images/Cropped Image2499.jpg,SMULTRATUG,0.6077284531966112
1330,images/Cropped Image2499.jpg,WWWmultraship com,0.8034936876217876
1331,images/Cropped Image2499.jpg,Multratug,0.5557617803739648
1332,images/Cropped Image2500.jpg,SMULTRATUG 4,0.5376004167689465
1333,images/Cropped Image2500.jpg,WWWmultraship.com,0.8395613677080417
1334,images/Cropped Image2500.jpg,MultratUG,0.4548631341016847
1335,images/Cropped Image2501.jpg,WJlud,0.1776243299856928
1336,images/Cropped Image2503.jpg,044,0.3536789316882861
1337,images/Cropped Image2503.jpg,~MULTRATUG 4,0.5782330351030986
1338,images/Cropped Image2503.jpg,WWWmultraship.com   + MULTRATUG,0.33532283019487824
1339,images/Cropped Image2504.jpg,PACIFIC CHAMPION,0.9909112345248537
1340,images/Cropped Image2504.jpg,SCUE ZONE,0.9118809500597923
1341,images/Cropped Image2505.jpg,PACIFIC CHAMPION,0.9992855035634631
1342,images/Cropped Image2505.jpg,SCUE ZONE,0.9584720796039329
1343,images/Cropped Image2512.jpg,TRATUG 3i,0.26437566809279006
1344,images/Cropped Image2512.jpg,Mutraspc,0.25926138296250534
1345,images/Cropped Image2512.jpg,Multaatujjo,0.26264409144762274
1346,images/Cropped Image2512.jpg,TeaNcUZENE,0.1107605551154606
1347,images/Cropped Image2512.jpg,Multratu029,0.15916498662575324
1348,images/Cropped Image2512.jpg,Terneuzen,0.398489064285371
1349,images/Cropped Image2514.jpg,"Mr""",0.10529316196784225
1350,images/Cropped Image2514.jpg,MULTRATUG2',0.9670483601939734
1351,images/Cropped Image2514.jpg,MTRASPCOM },0.10154134239686358
1352,images/Cropped Image2513.jpg,"{Qr""3",0.1475476970253215
1353,images/Cropped Image2513.jpg,MULTRATUG34,0.4938596773415014
1354,images/Cropped Image2513.jpg,MULTRATUG 2',0.786417699370893
1355,images/Cropped Image2513.jpg,MURASPCOM,0.36976607529213124
1356,images/Cropped Image2513.jpg,MultaaTu029,0.1263930538745812
1357,images/Cropped Image2515.jpg,Terneuzen,0.3101545014899316
1358,images/Cropped Image2515.jpg,MULTRATUG 30,0.29048928425600834
1359,images/Cropped Image2515.jpg,MULTRATUG2',0.9731967533805114
1360,images/Cropped Image2515.jpg,MURAYPCOM,0.2568531205507655
1361,images/Cropped Image2515.jpg,Multaatujjo,0.3260977187422006
1362,images/Cropped Image2515.jpg,Wultaatugz8,0.11301305033148124
1363,images/Cropped Image2515.jpg,TeRNcUZEN,0.3085417802556216
1364,images/Cropped Image2516.jpg,ultaatujjo,0.21232769584891675
1365,images/Cropped Image2516.jpg,~Teancuzen,0.18835275979465385
1366,images/Cropped Image2516.jpg,Multaatug20,0.12802259272064578
1367,images/Cropped Image2516.jpg,TERNcUZEN,0.4933711187925763
1368,images/Cropped Image2518.jpg,'MULTRATUG 34,0.21889109585049465
1369,images/Cropped Image2518.jpg,Multratug?8,0.23466031537810153
1370,images/Cropped Image2518.jpg,Terneuzem,0.4125220650538484
1371,images/Cropped Image2519.jpg,Dockwise,0.42763924520288443
1372,images/Cropped Image2519.jpg,BLAGK,0.3177603655673378
1373,images/Cropped Image2519.jpg,MARLIN,0.5703730739072913
1374,images/Cropped Image2520.jpg,dockWise',0.34791150628681694
1375,images/Cropped Image2520.jpg,BLACK MARLIN,0.3016827807921719
1376,images/Cropped Image2521.jpg,BLACK MARLIN,0.7495332314805964
1377,images/Cropped Image2523.jpg,DockWise',0.562275384323366
1378,images/Cropped Image2523.jpg,BLACK,0.5940293772175982
1379,images/Cropped Image2523.jpg,MJARLIN,0.14357690923417227
1380,images/Cropped Image2524.jpg,MULTRATUG3o,0.6574465207633601
1381,images/Cropped Image2524.jpg,MULTRA SHIP COM,0.9326830597161769
1382,images/Cropped Image2524.jpg,40h,0.1361180490388368
1383,images/Cropped Image2525.jpg,MULTRATUG26,0.7475247398557835
1384,images/Cropped Image2525.jpg,MultrASHiPCOM,0.17291118203155592
1385,images/Cropped Image2526.jpg,MULTRATUG28,0.270967744053913
1386,images/Cropped Image2528.jpg,MultrASHPCOM,0.5818937635952797
1387,images/Cropped Image2528.jpg,MULTRATUO28,0.252217526771293
1388,images/Cropped Image2528.jpg,MultrATUG26,0.5195889553186429
1389,images/Cropped Image2532.jpg,MULTRATUG28,0.33834884745414257
1390,images/Cropped Image2534.jpg,I,0.29523652151002366
1391,images/Cropped Image2534.jpg,HHlb,0.20156875252723694
1392,images/Cropped Image2534.jpg,(WELN,0.15014756456829084
1393,images/Cropped Image2536.jpg,Uuk,0.14722803636789683
1394,images/Cropped Image2536.jpg,HHb,0.3535858514170506
1395,images/Cropped Image2536.jpg,(WERUN,0.1244105925681659
1396,images/Cropped Image2542.jpg,Faucmouat,0.3414068440458084
1397,images/Cropped Image2543.jpg,140,0.4642569425719209
1398,images/Cropped Image2543.jpg,MULTRATUG 14,0.9872545644914443
1399,images/Cropped Image2543.jpg,multraship com,0.6533368163374105
1400,images/Cropped Image2543.jpg,MULTRATUG 14,0.9668982237957604
1401,images/Cropped Image2544.jpg,141,0.5083055722087299
1402,images/Cropped Image2544.jpg,MULTRATUG 144,0.5168073853500184
1403,images/Cropped Image2544.jpg,multraship com,0.6533368163374105
1404,images/Cropped Image2544.jpg,MULTRATUG 14,0.9668982237957604
1405,images/Cropped Image2545.jpg,141,0.6403555466258539
1406,images/Cropped Image2545.jpg,MULTRATUG 14,0.7447345172564198
1407,images/Cropped Image2545.jpg,multraship com,0.8762934286028153
1408,images/Cropped Image2545.jpg,MULTRATUG 14,0.9220119816090151
1409,images/Cropped Image2546.jpg,141,0.7940335273742676
1410,images/Cropped Image2546.jpg,MULTRATUG 14.,0.3830569880334982
1411,images/Cropped Image2546.jpg,multraship com,0.9033430819250241
1412,images/Cropped Image2546.jpg,MultrATUG 14,0.5138959202682818
1413,images/Cropped Image2547.jpg,MGI,0.2875012171906658
1414,images/Cropped Image2547.jpg,SMIT EMOE,0.3900266580410384
1415,images/Cropped Image2547.jpg,ZEEBRUGGE,0.9787132334412021
1416,images/Cropped Image2548.jpg,SMIT EHQE,0.34058650009816277
1417,images/Cropped Image2548.jpg,ZEEBRUGGE,0.9797975018468533
1418,images/Cropped Image2549.jpg,SMIT EMQE,0.42987200739825043
1419,images/Cropped Image2551.jpg,ESVAGT,0.9727980393022401
1420,images/Cropped Image2551.jpg,CONNECTOR,0.9696766696094165
1421,images/Cropped Image2551.jpg,@Y,0.6139372960809993
1422,images/Cropped Image2553.jpg,ESVAGT,0.681084819133404
1423,images/Cropped Image2553.jpg,CONNECTOR,0.9912295079958734
1424,images/Cropped Image2554.jpg,UNION PRINCESS,0.7446621686735228
1425,images/Cropped Image2554.jpg,RESCUE ZONE ,0.535783591280516
1426,images/Cropped Image2555.jpg,UNION PRINCESS,0.745573472276897
1427,images/Cropped Image2555.jpg,"IRESCUE ZONE,",0.6948022952096073
1428,images/Cropped Image2557.jpg,"IRESCUE ZONE,",0.552099359422439
1429,images/Cropped Image2556.jpg,IRESCUE ZONE,0.921622918167241
1430,images/Cropped Image2558.jpg,OMALIUS,0.6454798193737332
1431,images/Cropped Image2558.jpg,G-tec,0.8274578895659922
1432,images/Cropped Image2560.jpg,G-tec,0.9708242796358326
1433,images/Cropped Image2559.jpg,OMALIUS,0.9030264279757159
1434,images/Cropped Image2559.jpg,G-tec,0.9163763503739013
1435,images/Cropped Image2562.jpg,OMALIUS,0.7200868053490926
1436,images/Cropped Image2562.jpg,G-tec,0.9367367391036504
1437,images/Cropped Image2565.jpg,@EARBULK,0.9689636758265817
1438,images/Cropped Image2566.jpg,ARBULK,0.9951689274153814
1439,images/Cropped Image2569.jpg,'SALCONDE,0.11563784028237996
1440,images/Cropped Image2572.jpg,Salcotde,0.3750088895471112
1441,images/Cropped Image2573.jpg,SALCONOE,0.6509265278347873
1442,images/Cropped Image2574.jpg,Zhen,0.5594394207000732
1443,images/Cropped Image2575.jpg,ALEA,0.5241434574127197
1444,images/Cropped Image2575.jpg,M771,0.5728558897972107
1445,images/Cropped Image2576.jpg,ALEA,0.22770823926542513
1446,images/Cropped Image2576.jpg,M77|,0.6727672815322876
1447,images/Cropped Image2578.jpg,Aklift,0.23796454896997918
1448,images/Cropped Image2582.jpg,Gow02-Zo1;,0.21563120387184986
1449,images/Cropped Image2582.jpg,LOuIS,0.3041858013307085
1450,images/Cropped Image2582.jpg,SARENS,0.9999524034305087
1451,images/Cropped Image2583.jpg,GOw02-Zo1,0.12508262084388702
1452,images/Cropped Image2583.jpg,LoUIs,0.2826269784343486
1453,images/Cropped Image2583.jpg,LOUIS,0.5092112074514552
1454,images/Cropped Image2583.jpg,SARENS,0.9998799210968269
1455,images/Cropped Image2583.jpg,Cni,0.19352207236761032
1456,images/Cropped Image2585.jpg,LOUIS,0.7601173020266111
1457,images/Cropped Image2585.jpg,SARENS,0.999945784644324
1458,images/Cropped Image2585.jpg,Cani,0.11149098724126816
1459,images/Cropped Image2587.jpg,dockmIse VANGuARd,0.17787834810948208
1460,images/Cropped Image2587.jpg,DOcKWISE,0.5018734528007646
1461,images/Cropped Image2588.jpg,dockmise VaNGuard,0.15442330169146185
1462,images/Cropped Image2588.jpg,LLersiad,0.13761591751523533
1463,images/Cropped Image2588.jpg,DocKWISE,0.21629665508282916
1464,images/Cropped Image2589.jpg,IEVOLI AMARANTH,0.6670716937866671
1465,images/Cropped Image2589.jpg,KUSIV ACHT,0.6353622624665206
1466,images/Cropped Image2589.jpg,-5,0.9409471345592993
1467,images/Cropped Image2590.jpg,IEVOLI AMARANTH,0.9299728991772201
1468,images/Cropped Image2590.jpg,KUS) MACHT,0.359941955255504
1469,images/Cropped Image2590.jpg,RESCHEZDI,0.25402458386944177
1470,images/Cropped Image2590.jpg,0 -5,0.875912587400683
1471,images/Cropped Image2591.jpg,KUS) MACHT,0.7502640393991596
1472,images/Cropped Image2591.jpg,5,0.9994372921263484
1473,images/Cropped Image2595.jpg,EAGLE,0.9869749935471182
1474,images/Cropped Image2597.jpg,EAGLE,0.668467081146576
1475,images/Cropped Image2601.jpg,Karima,0.6030247703387047
1476,images/Cropped Image2603.jpg,KARIMA,0.9042672884134408
1477,images/Cropped Image2604.jpg,KARIMA,0.8916034170668244
1478,images/Cropped Image2610.jpg,ANELS-t0,0.28650812955292404
1479,images/Cropped Image2616.jpg,SB4Lano,0.10213155230840694
1480,images/Cropped Image2616.jpg,WETeof,0.13168502310219765
1481,images/Cropped Image2616.jpg,HHEHSIHE ,0.1544794455071371
1482,images/Cropped Image2623.jpg,TV,0.15066151508365655
1483,images/Cropped Image2623.jpg,Jut,0.5762114983679293
1484,images/Cropped Image2623.jpg,BEVER,0.9987075648256585
1485,images/Cropped Image2624.jpg,5,0.10442918343814256
1486,images/Cropped Image2624.jpg,Iut,0.11700666003752697
1487,images/Cropped Image2624.jpg,BEVER,0.9993106475951299
1488,images/Cropped Image2624.jpg,ANDIJK,0.442023459601615
1489,images/Cropped Image2629.jpg,'ATLANTIS,0.9612924273114029
1490,images/Cropped Image2630.jpg,'ATLANTIS,0.9154263646023529
1491,images/Cropped Image2631.jpg,'ATLANTIS,0.9675454672952967
1492,images/Cropped Image2632.jpg,'ATLANTIS,0.9655322668126536
1493,images/Cropped Image2634.jpg,'ATLANTIS,0.9701405520889715
1494,images/Cropped Image2635.jpg,NEXUS,0.8964786414928384
1495,images/Cropped Image2635.jpg,Van Oord,0.5566855975700413
1496,images/Cropped Image2636.jpg,rd,0.9997906208773405
1497,images/Cropped Image2637.jpg,NEXUS,0.9996726045893953
1498,images/Cropped Image2637.jpg,Van Oo,0.7907308593702251
1499,images/Cropped Image2639.jpg,WLTRATUG,0.9015885135167357
1500,images/Cropped Image2639.jpg,28,0.9974375070660224
1501,images/Cropped Image2639.jpg,26686,0.4974727261504024
1502,images/Cropped Image2639.jpg,MULTRATUg28,0.27553729392804904
1503,images/Cropped Image2639.jpg,MULTRASHIPCOM ,0.8531983668093066
1504,images/Cropped Image2640.jpg,WLTRATUG,0.9330068003039124
1505,images/Cropped Image2640.jpg,28,0.9974545216440946
1506,images/Cropped Image2640.jpg,26686,0.3835465537733049
1507,images/Cropped Image2640.jpg,MULTRATUG 28,0.4379203794803455
1508,images/Cropped Image2641.jpg,ALTRATUG,0.41551685738198824
1509,images/Cropped Image2641.jpg,28,0.9971192153589133
1510,images/Cropped Image2641.jpg,26688,0.147235866765031
1511,images/Cropped Image2641.jpg,MuLtrAtuc 28,0.22750233968734332
1512,images/Cropped Image2641.jpg,MULTRASHIPCOM,0.9382553685161936
1513,images/Cropped Image2650.jpg,epg,0.17625445444304993
1514,images/Cropped Image2658.jpg,BOW,0.9424448347726285
1515,images/Cropped Image2659.jpg,NORD,0.9998703002929688
1516,images/Cropped Image2659.jpg,INSPIRAT,0.9858189784096157
1517,images/Cropped Image2659.jpg,ITION,0.7662553131029997
1518,images/Cropped Image2661.jpg,NORD,0.999620258808136
1519,images/Cropped Image2661.jpg,INSPIRAT,0.9705798580605396
1520,images/Cropped Image2661.jpg,ITION,0.578368143199033
1521,images/Cropped Image2664.jpg,NEXUS,0.9998222025642465
1522,images/Cropped Image2664.jpg,Van Oord,0.645655966044068
1523,images/Cropped Image2665.jpg,NEXUS,0.9994145072166878
1524,images/Cropped Image2665.jpg,Van Oord,0.6661886036908239
1525,images/Cropped Image2673.jpg,cicqu,0.1369552252148559
1526,images/Cropped Image2673.jpg,'CGM,0.17893992364406586
1527,images/Cropped Image2673.jpg,Eveac;,0.192846304035128
1528,images/Cropped Image2696.jpg,SUbseX,0.2290996504489629
1529,images/Cropped Image2699.jpg,IkO 9724956,0.5419182842024032
1530,images/Cropped Image2699.jpg,7-STARS,0.9729088356048501
1531,images/Cropped Image2699.jpg,RESCUE,0.9019329026341361
1532,images/Cropped Image2699.jpg,ZONE,0.6982386112213135
1533,images/Cropped Image2700.jpg,IkO 9724956,0.5176078303991206
1534,images/Cropped Image2701.jpg,IkO 9724956,0.48658258269303845
1535,images/Cropped Image2701.jpg,7-STARS,0.9689703059781947
1536,images/Cropped Image2701.jpg,RESCUE,0.6102604411989098
1537,images/Cropped Image2701.jpg,ZONE,0.7625176906585693
1538,images/Cropped Image2702.jpg,ImO 9724956,0.4800406160412416
1539,images/Cropped Image2702.jpg,7-STARS,0.9887857209868304
1540,images/Cropped Image2702.jpg,RESCUE,0.9986358011054305
1541,images/Cropped Image2702.jpg,ZONE,0.6768591403961182
1542,images/Cropped Image2706.jpg,K,0.9907479705325386
1543,images/Cropped Image2706.jpg,AN,0.9454356862348754
1544,images/Cropped Image2706.jpg,ADRIAA,0.48490422295126645
1545,images/Cropped Image2707.jpg,K,0.9999337207332815
1546,images/Cropped Image2707.jpg,SD SEAL,0.8456714208784425
1547,images/Cropped Image2708.jpg,K,0.9946088929835675
1548,images/Cropped Image2708.jpg,SD SEAL,0.8686455016447812
1549,images/Cropped Image2708.jpg,ADRIAAN,0.990889002271883
1550,images/Cropped Image2709.jpg,ADRIAAN,0.9694837481661931
1551,images/Cropped Image2713.jpg,Rte,0.14950891610334652
1552,images/Cropped Image2716.jpg,NEXUS,0.9999216309754811
1553,images/Cropped Image2716.jpg,Van Oord,0.8043869657123425
1554,images/Cropped Image2717.jpg,NEXUS,0.5975335575936936
1555,images/Cropped Image2717.jpg,Van Oord,0.9668376785058853
1556,images/Cropped Image2719.jpg,XIA Zhi,0.9642045151341117
1557,images/Cropped Image2719.jpg,CeCDy,0.11289997983590694
1558,images/Cropped Image2719.jpg,9 ? & 6,0.18315573403703175
1559,images/Cropped Image2719.jpg,YUAN,0.9986037611961365
1560,images/Cropped Image2726.jpg,Svitzer,0.7599671716370214
1561,images/Cropped Image2726.jpg,STON,0.9433220028877258
1562,images/Cropped Image2726.jpg,Mocl,0.5688359141349792
1563,images/Cropped Image2726.jpg,BRouCH,0.3945222030301752
1564,images/Cropped Image2726.jpg,SVITZER,0.9011616957282723
1565,images/Cropped Image2726.jpg,ESTON,0.9998598415531722
1566,images/Cropped Image2728.jpg,B,0.14307020140564308
1567,images/Cropped Image2728.jpg,ROSMORPORT,0.9992343485271676
1568,images/Cropped Image2728.jpg,PAEBCKMM,0.6305339138846398
1569,images/Cropped Image2728.jpg,TEHEPAJ,0.3463224900116409
1570,images/Cropped Image2730.jpg,cnan nord,0.998551877469237
1571,images/Cropped Image2729.jpg,cnan nord_,0.853370612702564
1572,images/Cropped Image2731.jpg,cnan nord,0.798320399863434
1573,images/Cropped Image2747.jpg,Amel57401,0.2300192424140387
1574,images/Cropped Image2750.jpg,DIIMEN,0.2366496797996054
1575,images/Cropped Image2792.jpg,Cocerms,0.12324173994496884
1576,images/Cropped Image2810.jpg,Kugmagh,0.4541339852476572
1577,images/Cropped Image2815.jpg,aght,0.19033534824848175
1578,images/Cropped Image2818.jpg,4833,0.9970256686210632
1579,images/Cropped Image2820.jpg,833,0.9998380553191573
1580,images/Cropped Image2824.jpg,K1p-9,0.24991553163115598
1581,images/Cropped Image2825.jpg,C,0.3118788999208846
1582,images/Cropped Image2826.jpg,C,0.2391706904273896
1583,images/Cropped Image2828.jpg,MULTRATUG,0.9349277519908256
1584,images/Cropped Image2829.jpg,MultraTUG ,0.43668077397762345
1585,images/Cropped Image2830.jpg,Co,0.12403347751742302
1586,images/Cropped Image2830.jpg,MultrATUG ,0.2509550041381182
1587,images/Cropped Image2868.jpg,OFT,0.8432582869435067
1588,images/Cropped Image2892.jpg,AMELS,0.9998879374033149
1589,images/Cropped Image2895.jpg,{,0.14236769975212926
1590,images/Cropped Image2894.jpg,1,0.13915203083307492
1591,images/Cropped Image2897.jpg,1,0.23674729134686245
1592,images/Cropped Image2906.jpg,EMY,0.7623861930662762
1593,images/Cropped Image2915.jpg,ringston,0.14621307814291387
1594,images/Cropped Image2916.jpg,STDN,0.6540238857269287
1595,images/Cropped Image2922.jpg,MonteREY,0.37868107659113215
1596,images/Cropped Image2922.jpg,M $ €,0.4812292254917112
1597,images/Cropped Image2929.jpg,Rlerk,0.5204823489606893
1598,images/Cropped Image2928.jpg,Rlerk,0.4164191148068507
1599,images/Cropped Image2943.jpg,INNoNATION,0.5107590149862243
1600,images/Cropped Image2946.jpg,INNOvATION,0.23898077825686886
1601,images/Cropped Image2946.jpg,HGO IniraSea Solutions,0.6229012943922975
1602,images/Cropped Image2951.jpg,Vi33,0.4353243112564087
1603,images/Cropped Image2959.jpg,LTRATNG27,0.15234776902293087
1604,images/Cropped Image2960.jpg,MltrATuG,0.11262747106725071
1605,images/Cropped Image2960.jpg,27,0.9981030762730121
1606,images/Cropped Image2960.jpg,NLRATNG ,0.15903087828171203
