created_at,user_name,description,user_location,text,language,hashtags,media_url,place
2018-05-03 08:51:10+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",Gulfmark's HIGHLAND MONARCH seen arriving at Flushing East from Great Yarmouth https://t.co/TuWWCWfvvB,en,,['https://pbs.twimg.com/media/DcQpbB_XkAADu4S.jpg'],
2018-04-22 20:34:34+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",GULLIVER seen on her way to Flushing East from Rotterdam. https://t.co/stHT8twRtf,en,,['https://pbs.twimg.com/media/Dbag7M5W0AA4RgI.jpg'],
2018-04-17 20:31:55+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",MPI RESOLUTION at Flushing roads on her way to the Rampion OWF. #MPI #offshorewind #rampion https://t.co/CctTz7vTBW,en,"['MPI', 'offshorewind', 'rampion']",['https://pbs.twimg.com/media/DbAwXsCWAAATKaY.jpg'],
2018-04-13 18:15:26+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",MAREN MAERSK inbound at Flushing roads @Maersk https://t.co/MSRiw5Jkst,en,,['https://pbs.twimg.com/media/DarqxlAWkAEDpRU.jpg'],
2018-04-11 10:18:59+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",AMELS 473 seen on her way to the Amels yard at Flushing. @AmelsNews https://t.co/Bs47KmLRwq,en,,['https://pbs.twimg.com/media/DafqiYjW0AEyvS8.jpg'],
2018-04-04 08:54:10+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland","BIBBY WAVEMASTER 1 outbound after a yard visit at DSV, Flushing East. @ovetshipping @damen #offshore #bibby https://t.co/R8r4e1kZlS",en,"['offshore', 'bibby']",['https://pbs.twimg.com/media/DZ7UAQFX4AAFLM1.jpg'],
2018-03-30 09:33:10+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",Ocean Team's ASD tug PUMA seen at Hansweert. https://t.co/nGNrEQRZiU,en,,['https://pbs.twimg.com/media/DZhs-zsX4AA-z7T.jpg'],
2018-03-26 18:17:37+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",MAERSK SALTORO at Flushing roads https://t.co/xP5Tp1vUJ8,da,,['https://pbs.twimg.com/media/DZO-qESWkAUXA5k.jpg'],
2018-03-26 18:16:38+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",WIL S seen towing JB-119 from Flushing East to Dunkirk https://t.co/giDS69vROu,en,,['https://pbs.twimg.com/media/DZO-bobX0AEEKl2.jpg'],
2018-03-21 03:34:41+00:00,maritimephoto,http://t.co/0dSqgMG6EJ is a small company involved in maritime photography since 1959.,"near Flushing, Holland",MULTRATUG 4 at Flushing roads with ENERGY ENHANCER. https://t.co/Slc6tPueZk,en,,['https://pbs.twimg.com/media/DYyEn1KVoAEkwgB.jpg'],
